I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
82          9.9109e+09  1.9273e+12  3.5572e+00  1.5000e+03  7.6217e+10  1.2929e+00  1.5000e+03  8.3208e+06  3.3573e+00  1.5000e+03  1.3370e+04  -9.8630e+00 1.5000e+03  8.3342e+06  3.3863e+00  1.5005e+03  
83          9.9139e+09  1.8827e+12  3.6456e+00  1.5000e+03  7.4401e+10  1.3223e+00  1.5000e+03  8.4490e+06  3.4419e+00  1.5000e+03  1.4096e+04  -9.9480e+00 1.5000e+03  8.4631e+06  3.4698e+00  1.5005e+03  
84          9.9169e+09  1.8389e+12  3.7364e+00  1.5000e+03  7.2632e+10  1.3527e+00  1.5000e+03  8.5788e+06  3.5290e+00  1.5000e+03  1.4863e+04  -1.0028e+01 1.5000e+03  8.5937e+06  3.5557e+00  1.5005e+03  
85          9.9199e+09  1.7959e+12  3.8297e+00  1.5000e+03  7.0908e+10  1.3841e+00  1.5000e+03  8.7102e+06  3.6185e+00  1.5000e+03  1.5673e+04  -1.0104e+01 1.5000e+03  8.7258e+06  3.6439e+00  1.5005e+03  
86          9.9229e+09  1.7538e+12  3.9257e+00  1.5000e+03  6.9228e+10  1.4165e+00  1.5000e+03  8.8431e+06  3.7104e+00  1.5000e+03  1.6529e+04  -1.0174e+01 1.5000e+03  8.8596e+06  3.7346e+00  1.5005e+03  
87          9.9260e+09  1.7124e+12  4.0243e+00  1.5000e+03  6.7591e+10  1.4500e+00  1.5000e+03  8.9776e+06  3.8050e+00  1.5000e+03  1.7434e+04  -1.0239e+01 1.5000e+03  8.9950e+06  3.8279e+00  1.5005e+03  
88          9.9291e+09  1.6718e+12  4.1257e+00  1.5000e+03  6.5994e+10  1.4845e+00  1.5000e+03  9.1136e+06  3.9023e+00  1.5000e+03  1.8389e+04  -1.0298e+01 1.5000e+03  9.1320e+06  3.9237e+00  1.5005e+03  
89          9.9322e+09  1.6319e+12  4.2300e+00  1.5000e+03  6.4437e+10  1.5201e+00  1.5000e+03  9.2513e+06  4.0023e+00  1.5000e+03  1.9399e+04  -1.0351e+01 1.5000e+03  9.2707e+06  4.0222e+00  1.5005e+03  
90          9.9353e+09  1.5928e+12  4.3372e+00  1.5000e+03  6.2917e+10  1.5570e+00  1.5000e+03  9.3905e+06  4.1052e+00  1.5000e+03  2.0466e+04  -1.0398e+01 1.5000e+03  9.4110e+06  4.1236e+00  1.5005e+03  
91          9.9384e+09  1.5545e+12  4.4473e+00  1.5000e+03  6.1434e+10  1.5948e+00  1.5000e+03  9.5313e+06  4.2108e+00  1.5000e+03  2.1593e+04  -1.0439e+01 1.5000e+03  9.5529e+06  4.2276e+00  1.5005e+03  
